"BatchID","n"
"R250184",8
"R250188",1
"R250195",6
"R250202",8
"R250239",12
"R250258",12
"R250260",4
"R250273",5
"R250280",15
"R250310",5
"R250311",2
"R250330",1
"R250335",21
"R250366",3
"R250383",3
"R250387",11
"R250415",2
"R250423",2
"R250430",14
"R250448",3
"R250470",6
"R250484",8
"R250525",8
"R250535",7
"R250540",8
"R250559",4
"R250585",6
"R250586",4
"R250588",9
"R250619",10
"R250625",16
"R250650",1
"R250654",12
"R250656",1
"R250691",7
"R250692",8
"R250697",3
"R250714",3
"R250742",3
"R250755",4
"R250771",1
"R250802",3
"R250810",4
"R250811",4
"R250822",15
"R250823",3
"R250832",4
"R250874",8
"R250884",3
"R250888",4
"R250915",9
"R250936",2
"R250949",7
"R250958",6
"R250959",1
"R250992",4
"R251005",1
"R251036",4
"R251037",4
"R251038",1
"R251063",6
"R251065",4
"R251070",1
"R251129",2
"R251141",13
"R251142",4
"R251170",16
"R251175",9
"R251181",9
"R251217",2
"R251233",2
"R251238",2
"R251244",9
"R251258",2
"R251259",2
"R251279",8
"R251293",5
"R251304",6
"R251314",19
"R251332",8
"R251333",18
"R251335",2
"R251344",3
"R251350",15
"R251370",2
"R251402",12
"R251447",3
"R251521",16
"R251523",15
"R251590",6
"R251596",2
"R251598",3
"R251601",18
"R251635",9
"R251649",2
"R251660",50
"R251665",9
"R251681",21
"R251689",9
"R251739",1
"R251750",1
"R251757",1
"R251794",2
"R251802",2
"R251807",20
"R251837",3
"R251857",8
"R251858",6
"R251860",8
"R251875",4
"R251908",4
"R251919",2
"R251924",12
"R251929",8
"R251977",9
"R251980",7
"R252003",2
"R252011",2
"R252020",35
"R252029",4
"R252051",38
"R252069",2
"R252070",21
"R252089",6
"R252091",6
"R252094",17
"R252132",3
"R252135",4
"R252142",4
"R252152",7
"R252154",1
"R252200",10
"R252202",3
"R252203",7
"R252204",20
"R252230",6
"R252231",12
"R252271",2
"R252277",3
"R252291",12
"R252292",16
"R252299",14
"R252302",15
"R252317",12
"R252321",1
"R252326",2
"R252329",2
"R252341",16
"R252417",7
"R252453",3
"R252454",1
"R252480",2
"R252481",3
"R252486",2
"R252491",4
"R252506",6
"R252513",3
"R252542",1
"R252561",4
"R252563",5
"R252564",8
"R252574",7
"R252604",7
"R252626",6
"R252631",5
"R252647",11
"R252667",5
"R252679",4
"R252681",15
"R252684",7
"R252696",2
"R252702",4
"R252707",2
"R252723",6
"R252735",3
"R252763",3
"R252771",1
"R252795",6
"R252805",8
"R252818",2
"R252839",3
"R252844",12
"R252878",1
"R252908",4
"R252929",4
"R252943",3
"R252988",2
"R253104",8
"R253105",8
"R253147",10
"R253164",3
"R253171",4
"R253176",6
"R253177",1
"R253185",4
"R253186",6
"R253196",2
"R253200",21
"R253248",4
"R253267",7
"R253275",8
"R253283",1
"R253315",5
"R253434",10
"R253439",7
"R253441",4
"R253470",6
"R253499",3
"R253510",12
"R253517",8
"R253526",23
"R253530",4
"R253532",5
"R253562",3
"R253569",2
"R253570",24
"R253571",4
"R253572",2
"R253593",12
"R253599",12
"R253602",2
"R253637",2
"R253638",2
"R253653",7
"R253655",9
"R253694",1
"R253704",1
"R253709",3
"R253713",20
"R253722",2
"R253725",9
"R253742",6
"R253767",6
"R253770",8
"R253775",9
"R253796",10
"R253798",8
"R253810",6
"R253816",3
"R253851",12
"R253853",2
"R253861",4
"R253866",17
"R253870",1
"R253880",13
"R253885",18
"R253911",3
"R253925",24
"R253929",1
"R253943",7
"R253977",2
"R253984",4
"R253998",1
"R254005",3
"R254021",6
"R254079",14
"R254130",4
"R254131",2
"R254140",2
"R254158",8
"R254183",2
"R254185",3
"R254197",2
"R254200",2
"R254216",7
"R254238",2
"R254265",3
"R254267",4
"R254288",1
"R254301",8
"R254305",3
"R254314",1
"R254343",1
"R254347",6
"R254363",4
"R254482",8
"R254483",4
"R254493",4
"R254504",10
"R254522",12
"R254527",12
"R254528",5
"R254539",1
"R254541",19
"R254553",1
"R254582",10
"R254588",12
"R254595",1
"R254599",16
"R254608",4
"R254622",6
"R254624",6
"R254630",4
"R254632",15
"R254636",4
"R254648",27
"R254688",6
"R254689",2
"R254693",6
"R254705",2
"R254706",13
"R254713",16
"R254721",2
"R254744",3
"R254759",8
"R254771",8
"R254772",6
"R254783",1
"R254789",1
"R254819",12
"R254836",1
"R254888",8
"R254889",5
"R254945",4
"R254946",5
"R254950",1
"R254953",6
"R254955",8
"R254962",11
"R254974",3
"R254981",6
"R254993",1
"R254996",3
"R255003",13
"R255025",4
"R255038",8
"R255057",3
"R255062",5
"R255072",12
"R255075",1
"R255082",2
"R255120",2
"R255121",2
"R255124",2
"R255142",3
"R255194",1
"R255196",4
"R255197",7
"R255240",5
"R255245",6
"R255249",4
"R255253",3
"R255306",3
"R255314",2
"R255318",2
"R255320",6
"R255345",3
"R255355",12
"R255362",6
"R255373",4
"R255380",3
"R255396",1
"R255397",5
"R255440",1
"R255448",4
"R255480",2
"R255502",6
"R255506",6
"R255511",4
"R255557",9
"R255570",6
"R255583",4
"R255587",4
"R255601",14
"R255602",4
"R255606",3
"R255613",5
"R255638",6
"R255642",4
"R255643",4
"R255649",4
"R255657",4
"R255661",7
"R255665",3
"R255670",6
"R255675",1
"R255712",1
"R255719",6
"R255731",12
"R255742",4
"R255744",9
"R255778",2
"R255781",1
"R255800",1
"R255803",8
"R255808",4
"R255818",4
"R255844",3
"R255845",1
"R255853",7
"R255862",2
"R255873",1
"R255895",3
"R255911",10
"R255915",8
"R255920",10
"R255944",12
"R255994",8
"R255997",8
"R256015",28
"R256028",4
"R256041",9
"R256047",7
"R256056",15
"R256076",2
"R256078",2
"R256092",28
"R256097",2
"R256104",3
"R256133",21
"R256146",12
"R256165",7
"R256199",2
"R256221",12
"R256222",24
"R256226",3
"R256227",10
"R256233",2
"R256273",18
"R256279",6
"R256293",10
"R256300",14
"R256302",15
"R256312",36
"R256317",12
"R256348",15
"R256360",6
"R256371",6
"R256377",3
"R256385",22
"R256388",6
"R256422",3
"R256429",24
"R256431",4
"R256438",10
"R256446",3
"R256466",3
"R256468",5
"R256506",6
"R256514",2
"R256529",2
"R256537",2
"R256539",12
"R256583",5
"R256591",3
"R256602",5
"R256603",6
"R256614",5
"R256630",1
"R256634",8
"R256682",4
"R256686",4
"R256689",6
"R256699",10
"R256753",4
"R256756",2
"R256766",4
"R256768",2
"R256770",15
"R256780",21
"R256795",9
"R256808",2
"R256836",4
"R256840",2
"R256841",3
"R256844",3
"R256862",16
"R256894",1
"R256902",4
"R256903",4
"R256906",3
"R256918",1
"R256926",7
"R256931",3
"R256933",7
"R256978",3
"R256988",4
"R256989",8
"R256991",8
"R256997",2
"R256998",3
"R257004",1
"R257058",1
"R257079",12
"R257080",2
"R257117",6
"R257193",2
"R257197",4
"R257200",5
"R257265",2
"R257278",15
"R257281",3
"R257284",4
"R257308",4
"R257321",3
"R257326",2
"R257371",6
"R257379",3
"R257394",4
"R257396",2
"R257400",3
"R257416",7
"R257423",4
"R257425",26
"R257456",5
"R257458",12
"R257462",9
"R257468",9
"R257472",16
"R257484",3
"R257507",2
"R257519",4
"R257530",3
"R257541",6
"R257573",8
"R257576",6
"R257611",5
"R257615",4
"R257640",12
"R257653",12
"R257657",11
"R257662",4
"R257681",3
"R257692",3
"R257708",21
"R257711",1
"R257723",4
"R257725",4
"R257731",4
"R257738",28
"R257746",9
"R257775",4
"R257783",6
"R257798",2
"R257801",4
"R257804",4
"R257818",9
"R257819",11
"R257835",11
"R257863",2
"R257864",12
"R257866",9
"R257881",2
"R257884",3
"R257895",7
"R257933",10
"R257938",3
"R257940",3
"R257946",12
"R257949",6
"R257975",12
"R258012",8
"R258016",6
"R258034",5
"R258051",42
"R258083",3
"R258085",4
"R258093",18
"R258111",17
"R258116",12
"R258126",4
"R258127",13
"R258142",7
"R258156",3
"R258166",4
"R258168",12
"R258187",4
"R258195",2
"R258203",13
"R258211",18
"R258224",3
"R258233",7
"R258265",28
"R258276",6
"R258279",7
"R258290",1
"R258318",6
"R258322",5
"R258336",6
"R258346",8
"R258360",4
"R258366",2
"R258386",2
"R258395",3
"R258396",1
"R258410",4
"R258413",2
"R258420",1
"R258449",3
"R258459",8
"R258465",4
"R258472",3
"R258475",10
"R258566",3
"R258573",12
"R258576",23
"R258582",3
"R258585",7
"R258618",1
"R258629",12
"R258634",5
"R258640",12
"R258646",2
"R258647",1
"R258687",4
"R258688",5
"R258690",4
"R258702",1
"R258721",15
"R258743",2
"R258745",4
"R258758",14
"R258760",20
"R258773",5
"R258791",8
"R258802",8
"R258806",8
"R258823",15
"R258831",5
"R258853",7
"R258874",6
"R258882",2
"R258900",9
"R258906",9
"R258908",15
"R258932",2
"R258937",7
"R258951",4
"R258952",12
"R258954",4
"R258959",6
"R258962",9
"R258963",3
"R258975",6
"R259018",2
"R259028",4
"R259029",6
"R259044",4
"R259046",6
"R259050",3
"R259051",28
"R259058",9
"R259097",4
"R259099",8
"R259106",2
"R259111",16
"R259112",4
"R259136",4
"R259151",8
"R259153",2
"R259156",20
"R259169",24
"R259170",21
"R259171",11
"R259172",3
"R259174",8
"R259211",3
"R259216",6
"R259224",2
"R259254",9
"R259283",3
"R259295",7
"R259303",2
"R259334",20
"R259335",14
"R259351",4
"R259355",1
"R259362",8
"R259391",1
"R259395",1
"R259400",8
"R259408",5
"R259419",11
"R259423",28
"R259426",9
"R259433",2
"R259478",2
"R259481",16
"R259485",4
"R259511",27
"R259512",9
"R259539",4
"R259545",2
"R259546",5
"R259567",18
"R259572",24
"R259580",5
"R259624",3
"R259627",18
"R259637",7
"R259647",1
"R259685",11
"R259694",3
"R259695",18
"R259710",7
"R259718",1
"R259735",9
"R259757",3
"R259759",14
"R259763",3
"R259785",22
"R259792",2
"R259819",1
"R259841",6
"R259845",11
"R259849",9
"R259852",27
"R259863",9
"R259888",4
"R259893",9
"R259915",2
"R259916",3
"R259923",9
"R259924",4
"R259926",7
"R259931",14
"R259936",11
"R259957",3
"R259995",7
"R260012",1
"R260014",16
"R260016",5
"R260019",1
"R260040",6
"R260041",9
"R260049",4
"R260058",2
"R260081",4
"R260111",12
"R260112",10
"R260141",7
"R260144",3
"R260155",12
"R260188",6
"R260189",11
"R260201",24
"R260202",6
"R260215",8
"R260217",23
"R260236",17
"R260252",1
"R260253",2
"R260262",6
"R260266",6
"R260275",2
"R260276",4
"R260294",16
"R260299",1
"R260316",1
"R260324",6
"R260331",1
"R260338",6
"R260348",7
"R260354",3
"R260374",10
"R260375",11
"R260376",6
"R260378",14
"R260406",7
"R260416",2
"R260437",6
"R260439",6
"R260441",7
"R260460",32
"R260485",18
"R260490",4
"R260500",1
"R260501",3
"R260518",3
"R260526",15
"R260565",1
"R260572",4
"R260573",3
"R260574",4
"R260637",21
"R260644",4
"R260648",3
"R260662",4
"R260677",14
"R260686",4
"R260688",3
"R260704",16
"R260712",1
"R260717",8
"R260720",11
"R260721",8
"R260726",6
"R260735",4
"R260762",1
"R260784",2
"R260787",2
"R260790",4
"R260792",15
"R260797",20
"R260807",8
"R260861",8
"R260865",3
"R260866",2
"R260872",5
"R260896",8
"R260897",1
"R260914",2
"R260928",3
"R260931",2
"R260944",10
"R260959",4
"R260967",7
"R260989",8
"R260992",4
"R261001",4
"R261010",1
"R261027",3
"R261051",8
"R261052",6
"R261055",3
"R261056",2
"R261062",12
"R261064",1
"R261065",7
"R261083",3
"R261109",6
"R261111",3
"R261112",5
"R261118",23
"R261144",5
"R261161",8
"R261163",8
"R261185",5
"R261188",6
"R261197",18
"R261202",6
"R261205",8
"R261227",12
"R261230",6
"R261256",2
"R261257",2
"R261259",6
"R261277",4
"R261306",1
"R261318",3
"R261338",4
"R261339",4
"R261347",8
"R261360",4
"R261363",3
"R261396",8
"R261397",14
"R261398",3
"R261417",3
"R261434",5
"R261443",1
"R261467",2
"R261478",8
"R261480",15
"R261486",28
"R261502",4
"R261509",3
"R261539",6
"R261547",12
"R261550",6
"R261551",3
"R261561",3
"R261568",8
"R261569",4
"R261571",5
"R261606",3
"R261609",2
"R261610",5
"R261612",18
"R261652",21
"R261672",4
"R261679",3
"R261686",9
"R261690",4
"R261692",4
"R261702",3
"R261706",12
"R261715",28
"R261719",1
"R261740",8
"R261741",7
"R261742",9
"R261749",2
"R261761",4
"R261779",2
"R261814",2
"R261821",21
"R261837",7
"R261855",29
"R261861",16
"R261874",2
"R261879",2
"R261880",3
"R261885",8
"R261899",1
"R261946",10
"R261954",3
"R261971",1
"R262005",12
"R262025",6
"R262026",3
"R262034",4
"R262048",4
"R262098",8
"R262111",8
"R262136",9
"R262149",6
"R262153",6
"R262167",6
"R262173",8
"R262193",5
"R262199",14
"R262204",2
"R262206",6
"R262220",6
"R262228",8
"R262235",8
"R262245",1
"R262290",12
"R262293",9
"R262311",2
"R262323",7
"R262329",8
"R262349",9
"R262353",16
"R262364",12
"R262380",25
"R262409",30
"R262419",8
"R262421",10
"R262426",27
"R262431",4
"R262441",28
"R262447",12
"R262459",46
"R262460",3
"R262466",15
"R262487",18
"R262492",8
"R262493",10
"R262511",4
"R262514",8
"R262522",11
"R262528",25
"R262532",8
"R262556",8
"R262557",2
"R262559",18
"R262570",12
"R262586",31
"R262590",7
"R262611",3
"R262613",9
"R262641",3
"R262642",4
"R262644",2
"R262668",3
"R262671",7
"R262704",24
"R262705",32
"R262708",6
"R262724",3
"R262736",21
"R262774",10
"R262779",18
"R262780",7
"R262781",33
"R262802",43
"R262814",3
"R262817",35
"R262834",6
"R262835",4
"R262836",9
"R262839",17
"R262851",7
"R262860",28
"R262876",3
"R262886",9
"R262898",9
"R262912",22
"R262929",12
"R262934",1
"R262938",1
"R262951",2
"R262964",6
"R262969",2
"R263001",3
"R263026",16
"R263028",8
"R263040",1
"R263043",1
"R263048",8
"R263089",14
"R263091",20
"R263100",18
"R263140",36
"R263148",10
"R263175",4
"R263178",8
"R263179",15
"R263184",18
"R263196",33
"R263206",2
"R263216",4
"R263219",2
"R263232",2
"R263237",2
"R263240",18
"R263242",12
"R263251",15
"R263268",22
"R263272",4
"R263279",1
"R263305",3
"R263315",2
"R263318",2
"R263319",4
"R263320",2
"R263331",2
"R263342",28
"R263348",4
"R263375",8
"R263376",4
"R263377",5
"R263394",4
"R263405",7
"R263438",2
"R263445",4
"R263457",2
"R263459",5
"R263460",23
"R263498",7
"R263500",4
"R263521",5
"R263528",6
"R263529",1
"R263532",1
"R263567",12
"R263599",6
"R263600",12
"R263607",2
"R263644",7
"R263645",6
"R263646",10
"R263648",4
"R263650",6
"R263669",12
"R263709",20
"R263710",25
"R263713",4
"R263720",18
"R263752",20
"R263782",6
"R263784",8
"R263789",2
"R263790",30
"R263797",8
"R263800",18
"R263812",17
"R263815",63
"R263848",4
"R263854",1
"R263857",12
"R263858",3
"R263869",3
"R263870",10
"R263872",20
"R263912",26
"R263914",3
"R263926",43
"R263932",12
"R263933",4
"R263948",1
"R263978",6
"R263984",10
"R263985",16
"R263986",12
"R264046",12
"R264047",2
"R264050",9
"R264078",5
"R264084",10
"R264124",14
"R264129",2
"R264135",8
"R264161",22
"R264167",4
"R264193",3
"R264200",6
"R264201",3
"R264246",27
"R264259",7
"R264285",1
"R264294",12
"R264307",24
"R264308",1
"R264309",2
"R264310",6
"R264312",4
"R264315",4
"R264318",21
"R264334",1
"R264335",1
"R264347",1
"R264376",4
"R264378",4
"R264380",6
"R264381",9
"R264384",6
"R264401",7
"R264445",4
"R264452",6
"R264454",3
"R264457",9
"R264463",21
"R264471",1
"R264477",6
"R264487",15
"R264505",4
"R264512",2
"R264523",8
"R264524",6
"R264544",15
"R264568",4
"R264582",7
"R264593",1
"R264603",9
"R264609",4
"R264618",5
"R264628",8
"R264676",10
"R264677",2
"R264680",18
"R264682",6
"R264703",21
"R264711",2
"R264743",10
"R264763",7
"R264766",9
"R264774",12
"R264781",3
"R264783",25
"R264787",2
"R264830",16
"R264832",16
"R264834",5
"R264836",4
"R264904",10
"R264905",4
"R264907",2
"R264921",3
"R264923",27
"R264933",36
"R264952",26
"R264954",12
"R264957",12
"R264991",2
"R264995",4
"R265001",12
"R265017",28
"R265028",5
"R265055",3
"R265058",15
"R265059",12
"R265060",2
"R265065",2
"R265080",19
"R265082",1
"R265087",3
"R265097",2
"R265135",12
"R265137",2
"R265141",1
"R265154",3
"R265156",12
"R265166",12
"R265178",1
"R265179",2
"R265206",4
"R265214",1
"R265215",4
"R265218",3
"R265225",4
"R265227",17
"R265238",18
"R265252",2
"R265272",15
"R265288",4
"R265289",12
"R265298",12
"R265306",12
"R265310",6
"R265313",33
"R265323",11
"R265346",2
"R265360",4
"R265365",4
"R265370",9
"R265396",14
"R265444",6
"R265468",3
"R265470",2
"R265474",6
"R265495",13
"R265499",21
"R265503",1
"R265516",8
"R265527",12
"R265530",8
"R265546",2
"R265549",2
"R265559",8
"R265560",21
"R265568",2
"R265603",3
"R265627",10
"R265630",8
"R265638",6
"R265648",8
"R265652",9
"R265660",1
"R265674",8
"R265714",2
"R265719",14
"R265722",2
"R265723",4
"R265725",16
"R265726",15
"R265737",1
"R265739",5
"R265763",2
"R265764",3
"R265777",9
"R265783",12
"R265811",7
"R265871",2
"R265872",16
"R265880",16
"R265883",4
"R265952",4
"R265957",6
"R265979",11
"R265988",2
"R265995",7
"R266026",30
"R266027",10
"R266036",6
"R266051",21
"R266057",51
"R266060",4
"R266093",3
"R266095",6
"R266097",4
"R266109",20
"R266110",32
"R266116",6
"R266135",5
"R266147",2
"R266148",9
"R266149",9
"R266150",2
"R266164",15
"R266171",1
"R266177",1
"R266192",2
"R266203",8
"R266205",3
"R266208",6
"R266209",2
"R266236",1
"R266243",7
"R266256",3
"R266267",12
"R266269",2
"R266271",3
"R266298",4
"R266300",14
"R266305",2
"R266343",3
"R266346",10
"R266363",11
"R266364",2
"R266423",14
"R266491",6
"R266514",35
"R266521",5
"R266525",5
"R266551",21
"R266570",2
"R266583",9
"R266595",12
"R266609",1
"R266640",8
"R266643",12
"R266644",8
"R266683",7
"R266702",8
"R266705",12
"R266708",12
"R266717",26
"R266729",15
"R266735",12
"R266737",3
"R266738",12
"R266750",5
"R266783",2
"R266790",19
"R266791",15
"R266792",3
"R266805",8
"R266815",25
"R266856",6
"R266869",3
"R266871",24
"R266876",4
"R266882",5
"R266895",10
"R266915",15
"R266922",2
"R266933",4
"R266945",3
"R266951",8
"R266952",3
"R266961",2
"R266994",1
"R267001",6
"R267002",8
"R267009",9
"R267030",4
"R267036",1
"R267063",6
"R267068",6
"R267074",15
"R267079",9
"R267087",12
"R267088",27
"R267106",6
"R267134",4
"R267144",2
"R267146",3
"R267148",3
"R267149",2
"R267165",16
"R267168",5
"R267203",1
"R267221",3
"R267227",12
"R267241",2
"R267252",10
"R267254",9
"R267280",8
"R267286",8
"R267313",3
"R267317",8
"R267346",14
"R267356",6
"R267357",6
"R267365",3
"R267388",3
"R267393",7
"R267401",24
"R267411",1
"R267444",5
"R267445",15
"R267449",6
"R267450",9
"R267480",22
"R267483",6
"R267523",4
"R267524",4
"R267528",9
"R267529",11
"R267543",16
"R267553",9
"R267557",3
"R267620",1
"R267621",4
"R267628",9
"R267632",3
"R267649",4
"R267683",16
"R267686",8
"R267688",27
"R267717",1
"R267757",2
"R267763",4
"R267765",8
"R267767",6
"R267768",3
"R267790",5
"R267791",43
"R267838",4
"R267842",24
"R267843",9
"R267844",9
"R267862",8
"R267875",10
"R267907",4
"R267914",3
"R267993",28
"R268054",2
"R268055",2
"R268113",4
"R268118",6
"R268119",2
"R268128",9
"R268145",4
"R268189",6
"R268197",3
"R268235",10
"R268252",9
"R268297",4
"R268303",4
"R268357",1
"R268398",6
"R268407",15
"R268412",2
"R268415",4
"R268444",4
"R268446",4
"R268529",4
"R268531",6
"R268533",2
"R268534",3
"R268553",1
"R268597",1
"R268608",4
"R268613",2
"R268629",3
"R268632",3
"R268680",3
"R268684",6
"R268686",4
"R268687",9
"R268689",2
"R268704",3
"R268720",8
"R268756",3
"R268758",2
"R268760",4
"R268761",3
"R268782",3
"R268802",24
"R268814",5
"R268820",4
"R268823",10
"R268825",10
"R268827",15
"R268828",6
"R268849",6
"R268870",2
"R268894",14
"R268902",14
"R268903",4
"R268935",6
"R268942",41
"R268953",15
"R268958",22
"R268961",7
"R268978",8
"R268979",4
"R268983",27
"R268988",4
"R269005",22
"R269015",23
"R269049",17
"R269050",4
"R269052",4
"R269056",6
"R269068",4
"R269080",4
"R269083",7
"R269134",6
"R269148",2
"R269154",28
"R269161",14
"R269167",2
"R269187",2
"R269197",6
"R269207",3
"R269208",2
"R269210",2
"R269233",1
"R269235",7
"R269271",16
"R269293",8
"R269300",9
"R269308",6
"R269335",2
"R269359",1
"R269364",15
"R269421",12
"R269423",1
"R269431",14
"R269432",1
"R269451",2
"R269452",2
"R269455",3
"R269478",2
"R269486",1
"R269516",6
"R269521",6
"R269525",6
"R269527",8
"R269533",1
"R269546",7
"R269552",2
"R269588",2
"R269601",16
"R269626",7
"R269629",3
"R269634",4
"R269646",1
"R269669",3
"R269670",4
"R269673",3
"R269675",12
"R269704",4
"R269708",6
"R269722",8
"R269745",2
"R269761",2
"R269783",7
"R269821",3
"R269823",3
"R269833",4
"R269868",7
"R269897",9
"R269919",2
"R269926",2
"R269935",4
"R269953",4
"R269958",8
"R269968",2
"R269997",5
"R269999",4
"R270037",7
"R270068",1
"R270073",3
"R270083",4
"R270089",16
"R270093",6
"R270145",2
"R270151",6
"R270167",2
"R270178",16
"R270211",2
"R270215",8
"R270220",3
"R270221",10
"R270229",3
"R270247",8
"R270275",2
"R270314",4
"R270326",6
"R270339",4
"R270351",10
"R270352",5
"R270355",26
"R270407",8
"R270408",15
"R270434",19
"R270436",3
"R270445",4
"R270479",2
"R270480",2
"R270497",4
"R270559",4
"R270564",4
"R270568",6
"R270596",2
"R270615",3
"R270628",12
"R270634",6
"R270636",4
"R270642",12
"R270665",12
"R270667",2
"R270671",2
"R270709",2
"R270713",2
"R270716",3
"R270717",12
"R270729",12
"R270733",1
"R270735",1
"R270736",15
"R270765",7
"R270779",4
"R270780",11
"R270781",4
"R270782",3
"R270784",2
"R270795",2
"R270798",5
"R270840",2
"R270849",2
"R270867",7
"R270876",4
"R270933",1
"R270937",6
"R270944",4
"R270945",4
"R270947",3
"R270956",2
"R270958",3
"R270959",5
"R271007",18
"R271011",16
"R271014",27
"R271017",7
"R271019",6
"R271023",12
"R271025",1
"R271028",17
"R271070",6
"R271075",6
"R271089",12
"R271093",20
"R271094",43
"R271098",6
"R271126",2
"R271129",16
"R271133",12
"R271145",3
"R271146",16
"R271150",16
"R271186",4
"R271188",28
"R271191",4
"R271193",6
"R271199",2
"R271211",1
"R271214",7
"R271249",4
"R271250",6
"R271253",2
"R271257",3
"R271266",15
"R271268",8
"R271272",22
"R271282",4
"R271294",10
"R271327",8
"R271337",1
"R271341",7
"R271345",3
"R271371",6
"R271374",6
"R271383",4
"R271389",1
"R271391",3
"R271400",3
"R271463",2
"R271473",1
"R271497",14
"R271550",6
"R271552",1
"R271582",1
"R271611",8
"R271613",4
"R271736",8
"R271737",12
"R271739",10
"R271788",1
"R271821",3
"R271822",1
"R271824",7
"R271865",1
"R271969",4
"R271970",2
"R271973",2
"R271977",3
"R272009",1
"R272028",2
"R272052",3
"R272062",7
"R272114",3
"R272118",2
"R272131",1
"R272190",2
"R272215",4
"R272217",3
"R272221",6
"R272250",2
"R272256",2
"R272257",9
"R272274",4
"R272287",1
"R272291",5
"R272308",2
"R272316",2
"R272357",2
"R272378",2
"R272385",8
"R272386",2
"R272406",1
"R272454",3
"R272464",1
"R272471",7
"R272485",3
"R272529",4
"R272543",3
"R272583",4
"R272584",2
"R272638",3
"R272654",2
"R272657",1
"R272661",7
"R272697",1
"R272775",3
"R272777",2
"R272779",3
"R272781",3
"R272839",4
"R272841",2
"R272842",3
"R272848",8
"R272849",3
"R272854",2
"R272859",2
"R272905",2
"R272908",2
"R272910",3
"R272920",9
"R272938",3
"R272942",3
"R273008",1
"R273019",1
"R273046",1
"R273065",8
"R273263",8
"R273267",2
"R273268",3
"R273343",4
"R273349",6
"R273368",11
"R273418",4
"R273421",2
"R273423",2
"R273425",9
"R273456",14
"R273459",2
"R273515",1
"R273532",4
"R273542",4
"R273575",1
"R273582",10
"R273583",10
"R273584",15
"R273606",8
"R273609",12
"R273661",2
"R273663",2
"R273678",1
"R273704",21
"R273738",5
"R273746",2
"R273749",2
"R273752",6
"R273771",4
"R273773",1
"R273830",2
"R273850",16
"R273858",7
"R273871",5
"R273890",3
"R273898",7
"R273948",4
"R273949",6
"R273959",2
"R273971",1
"R273993",1
"R274027",6
"R274029",4
"R274031",6
"R274047",7
"R274073",1
"R274112",4
"R274114",4
"R274151",14
"R274181",2
"R274200",3
"R274235",14
"R274240",2
"R274302",1
"R274303",8
"R274361",7
"R274365",12
"R274416",4
"R274417",2
"R274424",3
"R274432",2
"R274493",4
"R274498",4
"R274499",3
"R274514",6
"R274517",4
"R274518",4
"R274530",1
"R274538",1
"R274585",2
"R274619",5
"R274675",2
"R274687",4
"R274731",3
"R274755",3
"R274825",2
"R274826",2
"R274829",3
"R274850",5
"R274861",4
"R274912",2
"R274913",3
"R274939",2
"R274942",7
"R274947",2
"R274991",2
"R275061",2
"R275062",4
"R275079",2
"R275092",7
"R275111",1
"R275137",4
"R275143",4
"R275145",4
"R275146",6
"R275166",6
"R275168",1
"R275170",3
"R275184",1
"R275210",4
"R275225",4
"R275227",4
"R275233",4
"R275256",14
"R275264",2
"R275291",3
"R275294",4
"R275297",18
"R275313",13
"R275318",5
"R275336",2
"R275338",9
"R275380",4
"R275385",9
"R275387",17
"R275414",2
"R275448",12
"R275459",4
"R275463",6
"R275474",1
"R275523",12
"R275524",6
"R275525",10
"R275534",12
"R275536",2
"R275538",3
"R275560",14
"R275568",3
"R275578",4
"R275580",4
"R275609",5
"R275625",2
"R275626",30
"R275667",3
"R275668",4
"R275670",6
"R275686",1
"R275687",1
"R275766",9
"R275774",4
"R275782",14
"R275790",11
"R275792",2
"R275834",4
"R275835",2
"R275843",20
"R275855",8
"R275908",6
"R275913",10
"R275922",5
"R275931",14
"R275933",2
"R275942",4
"R275944",15
"R275966",4
"R275967",4
"R275969",9
"R275986",35
"R275998",9
"R276000",1
"R276004",4
"R276006",4
"R276041",2
"R276045",3
"R276053",2
"R276057",8
"R276071",14
"R276079",24
"R276086",3
"R276130",5
"R276142",1
"R276145",7
"R276149",8
"R276151",1
"R276217",3
"R276230",1
"R276281",4
"R276285",2
"R276310",1
"R276333",1
"R276365",6
"R276368",6
"R276369",12
"R276385",4
"R276391",4
"R276396",4
"R276431",2
"R276432",2
"R276433",3
"R276436",2
"R276460",7
"R276494",2
"R276495",2
"R276500",3
"R276509",7
"R276517",7
"R276552",1
"R276576",12
"R276609",1
"R276630",1
"R276638",1
"R276657",6
"R276658",6
"R276680",2
"R276684",3
"R276720",9
"R276730",8
"R276732",8
"R276734",12
"R276742",3
"R276767",5
"R276771",17
"R276803",2
"R276805",2
"R276814",3
"R276827",25
"R276830",28
"R276838",4
"R276851",4
"R276884",2
"R276887",1
"R276890",7
"R276899",2
"R276901",1
"R276917",7
"R276931",1
"R276959",12
"R276985",3
"R276987",1
"R277004",3
"R277021",8
"R277025",6
"R277028",11
"R277031",1
"R277033",8
"R277048",7
"R277096",18
"R277097",19
"R277124",15
"R277127",23
"R277134",3
"R277136",4
"R277165",2
"R277167",5
"R277168",33
"R277177",4
"R277179",6
"R277199",39
"R277210",5
"R277214",4
"R277215",7
"R277251",3
"R277256",8
"R277273",9
"R277307",2
"R277336",1
"R277337",3
"R277341",12
"R277362",4
"R277366",6
"R277388",2
"R277411",10
"R277412",10
"R277417",4
"R277420",3
"R277440",26
