"SampleID","n"
"B19070099-001",1
"B19070099-003",2
"B19070138-001",23
"B19070263-001",23
"B19070335-001",28
"B19070367-001",23
"B19070446-001",9
"B19070449-001",9
"B19070451-001",9
"B19070454-001",9
"B19070457-001",9
"B19070459-001",9
"B19070484-001",21
"B19070484-002",2
"B19070487-001",21
"B19070487-002",2
"B19070492-001",21
"B19070492-002",2
"B19070494-001",21
"B19070494-002",2
"B19070564-001",23
"B19070593-001",24
"B19070660-001",23
"B19070686-001",25
"B19070697-001",25
"B19070702-001",28
"B19070707-001",23
"B19070781-001",22
"B19070781-002",2
"B19070798-001",23
"B19070852-001",9
"B19070854-001",24
"B19070855-001",22
"B19070858-001",17
"B19071011-001",3
"B19071016-001",23
"B19071019-001",10
"B19071020-001",15
"B19071359-001",24
"B19071376-001",9
"B19071384-001",30
"B19071385-001",23
"B19071537-001",23
"B19071538-001",24
"B19071575-001",10
"B19071635-001",23
"B19071670-001",24
"B19071671-001",24
"B19071737-001",24
"B19071749-001",31
"B19071927-001",23
"B19071984-001",23
"B19072005-001",9
"B19072007-001",9
"B19072009-001",3
"B19072066-001",23
"B19072068-001",9
"B19072070-001",9
"B19072100-001",21
"B19072110-001",23
"B19072111-001",23
"B19072162-001",3
"B19072211-001",23
"B19072245-001",27
"B19072247-001",29
"B19072319-001",3
"B19072350-001",9
"B19072358-001",23
"B19072373-001",30
"B19072378-001",30
"B19072538-001",23
"B19072562-001",23
"B19072589-001",31
"B19072617-001",24
"B19072653-001",9
"B19072683-001",3
"B19072684-001",23
"B19072689-001",3
"B19072694-001",22
"B19072694-002",2
"B19072760-001",24
"B19072775-001",24
"B19080001-001",28
"B19080004-001",26
"B19080083-001",32
"B19080090-001",24
"B19080123-001",24
"B19080181-001",23
"B19080183-001",9
"B19080200-001",9
"B19080244-001",23
"B19080289-001",23
"B19080290-001",9
"B19080345-001",23
"B19080367-001",9
"B19080369-001",23
"B19080547-001",22
"B19080547-002",2
"B19080576-001",3
"B19080736-001",23
"B19080741-001",21
"B19080741-002",2
"B19080860-001",9
"B19080902-001",23
"B19081041-001",25
"B19081043-001",23
"B19081109-001",9
"B19081111-001",1
"B19081113-001",24
"B19081168-001",23
"B19081170-001",23
"B19081259-001",2
"B19081259-002",27
"B19081339-001",23
"B19081342-001",9
"B19081520-001",23
"B19081565-001",23
"B19081579-001",23
"B19081648-001",22
"B19081648-002",2
"B19081649-001",21
"B19081649-002",2
"B19081786-001",23
"B19081786-002",2
"B19081821-001",24
"B19081836-001",9
"B19081839-001",24
"B19081890-001",23
"B19081959-001",23
"B19082009-001",3
"B19082012-001",28
"B19082013-001",23
"B19082061-001",23
"B19082087-001",26
"B19082129-001",23
"B19082132-001",24
"B19082187-001",3
"B19082199-001",23
"B19082265-001",7
"B19082265-002",2
"B19082268-001",2
"B19082268-002",8
"B19082295-001",23
"B19082338-001",28
"B19082414-001",35
"B19082435-001",23
"B19082438-001",23
"B19082448-001",23
"B19082450-001",23
"B19082467-001",25
"B19082474-001",30
"B19082488-001",23
"B19082491-001",23
"B19082491-002",2
"B19082495-001",23
"B19082505-001",28
"B19082507-001",23
"B19082509-001",7
"B19082511-001",9
"B19082579-001",3
"B19082582-001",3
"B19082589-001",24
"B19082598-001",3
"B19082599-001",3
"B19082602-001",3
"B19082606-001",3
"B19082654-001",23
"B19082675-001",3
"B19082680-001",3
"B19082687-001",9
"B19082693-001",9
"B19082695-001",9
"B19082698-001",3
"B19082780-001",23
"B19082789-001",8
"B19082844-001",9
"B19082846-001",3
"B19082874-001",9
"B19090031-001",3
"B19090032-001",23
"B19090033-001",23
"B19090034-001",3
"B19090035-001",3
"B19090047-001",3
"B19090051-001",3
"B19090054-001",23
"B19090055-001",23
"B19090091-001",3
"B19090103-001",23
"B19090104-001",14
"B19090107-001",23
"B19090192-001",3
"B19090193-001",3
"B19090214-001",3
"B19090215-001",9
"B19090216-001",3
"B19090218-001",23
"B19090229-001",23
"B19090239-001",24
"B19090282-001",9
"B19090283-001",21
"B19090284-001",9
"B19090292-001",9
"B19090294-001",3
"B19090344-001",3
"B19090348-001",36
"B19090370-001",23
"B19090379-001",9
"B19090382-001",9
"B19090383-001",9
"B19090386-001",23
"B19090387-001",3
"B19090390-001",3
"B19090401-001",23
"B19090432-001",9
"B19090439-001",22
"B19090600-001",23
"B19090601-001",23
"B19090602-001",9
"B19090603-001",25
"B19090605-001",9
"B19090615-001",3
"B19090627-001",9
"B19090631-001",21
"B19090665-001",9
"B19090673-001",3
"B19090680-001",24
"B19090681-001",23
"B19090685-001",9
"B19090686-001",23
"B19090767-001",23
"B19090769-001",23
"B19090785-001",13
"B19090797-001",23
"B19090800-001",9
"B19090802-001",23
"B19090870-001",2
"B19090870-002",1
"B19090875-001",28
"B19090932-001",23
"B19090936-001",23
"B19090963-001",23
"B19090973-001",23
"B19090976-001",9
"B19090978-001",23
"B19090981-001",9
"B19090982-001",9
"B19090984-001",9
"B19090986-001",23
"B19090987-001",9
"B19091008-001",9
"B19091064-001",9
"B19091066-001",9
"B19091126-001",9
"B19091127-001",3
"B19091149-001",3
"B19091159-001",3
"B19091176-001",7
"B19091220-001",30
"B19091220-002",2
"B19091232-001",30
"B19091232-002",2
"B19091271-001",23
"B19091272-001",23
"B19091316-001",23
"B19091330-001",23
"B19091337-001",23
"B19091393-001",23
"B19091395-001",1
"B19091397-001",3
"B19091399-001",26
"B19091410-001",9
"B19091431-001",9
"B19091432-001",9
"B19091440-001",3
"B19091547-001",10
"B19091555-001",23
"B19091556-001",3
"B19091581-001",23
"B19091583-001",9
"B19091597-001",23
"B19091598-001",23
"B19091600-001",23
"B19091601-001",24
"B19091603-001",23
"B19091604-001",3
"B19091646-001",3
"B19091653-001",23
"B19091737-001",23
"B19091754-001",23
"B19091871-001",9
"B19091873-001",23
"B19091874-001",33
"B19091880-001",3
"B19091882-001",23
"B19091885-001",26
"B19091895-001",9
"B19092020-001",23
"B19092024-001",8
"B19092026-001",24
"B19092036-001",9
"B19092082-001",23
"B19092163-001",3
"B19092173-001",3
"B19092175-001",3
"B19092199-001",23
"B19092200-001",9
"B19092204-001",3
"B19092206-001",3
"B19092285-001",23
"B19092286-001",3
"B19092289-001",3
"B19092291-001",3
"B19092294-001",3
"B19092297-001",3
"B19092299-001",3
"B19092362-001",23
"B19092387-001",24
"B19092473-001",9
"B19092475-001",1
"B19092505-001",28
"B19092617-001",5
"B19092654-001",24
"B19092737-001",23
"B19092738-001",23
"B19092739-001",9
"B19092802-001",3
"B19092803-001",28
"B19092838-001",2
"B19100089-001",23
"B19100106-001",24
"B19100110-001",3
"B19100119-001",9
"B19100125-001",24
"B19100132-001",9
"B19100134-001",3
"B19100194-001",3
"B19100197-001",21
"B19100197-002",2
"B19100233-001",21
"B19100233-002",2
"B19100255-001",7
"B19100281-001",23
"B19100286-001",3
"B19100288-001",9
"B19100418-001",3
"B19100426-001",9
"B19100430-001",13
"B19100436-001",9
"B19100439-001",21
"B19100439-002",2
"B19100441-001",24
"B19100539-001",3
"B19100643-001",23
"B19100646-001",23
"B19100650-001",8
"B19100652-001",28
"B19100809-001",23
"B19100814-001",23
"B19100815-001",30
"B19100816-001",7
"B19100820-001",9
"B19100821-001",23
"B19100840-001",3
"B19100841-001",9
"B19100842-001",23
"B19100843-001",1
"B19100918-001",9
"B19100931-001",8
"B19100932-001",8
"B19100933-001",8
"B19100934-001",8
"B19100935-001",23
"B19100936-001",9
"B19101081-001",9
"B19101188-001",3
"B19101194-001",9
"B19101195-001",23
"B19101241-001",23
"B19101254-001",9
"B19101297-001",23
"B19101301-001",9
"B19101345-001",23
"B19101362-001",23
"B19101373-001",3
"B19101419-001",24
"B19101439-001",2
"B19101445-001",29
"B19101477-001",23
"B19101528-001",23
"B19101535-001",3
"B19101670-001",23
"B19101732-001",7
"B19101747-001",23
"B19101810-001",23
"B19101813-001",28
"B19101856-001",3
"B19101936-001",23
"B19101970-001",9
"B19101991-001",3
"B19102273-001",23
"B19102290-001",8
"B19102299-001",28
"B19102389-001",23
"B19102409-001",9
"B19102440-001",23
"B19102442-001",8
"B19102443-001",26
"B19102447-001",21
"B19102447-002",2
"B19102450-001",26
"B19102450-002",2
"B19102576-001",23
"B19102577-001",24
"B19102579-001",35
"B19102601-001",7
"B19102601-002",2
"B19102604-001",23
"B19102605-001",9
"B19102652-001",3
"B19102656-001",3
"B19102681-001",3
"B19110070-001",23
"B19110071-001",23
"B19110112-001",23
"B19110147-001",9
"B19110149-001",23
"B19110153-001",8
"B19110200-001",28
"B19110202-001",28
"B19110203-001",3
"B19110204-001",28
"B19110205-001",9
"B19110208-001",31
"B19110213-001",23
"B19110217-001",3
"B19110220-001",23
"B19110373-001",9
"B19110374-001",32
"B19110376-001",28
"B19110420-001",10
"B19110421-001",23
"B19110491-001",23
"B19110493-001",9
"B19110507-001",27
"B19110589-001",23
"B19110799-001",7
"B19110799-002",2
"B19110867-001",23
"B19110896-001",23
"B19110897-001",25
"B19110899-001",23
"B19110900-001",23
"B19110907-001",23
"B19110909-001",23
"B19110973-001",28
"B19111059-001",8
"B19111147-001",10
"B19111329-001",7
"B19111329-002",2
"B19111331-001",34
"B19111403-001",23
"B19111489-001",24
"B19111540-001",23
"B19111544-001",28
"B19111546-001",23
"B19111547-001",3
"B19111548-001",23
"B19111552-001",7
"B19111552-002",2
"B19111628-001",9
"B19111683-001",23
"B19111688-001",9
"B19111693-001",23
"B19111695-001",23
"B19111697-001",23
"B19111698-001",36
"B19111815-001",23
"B19112027-001",9
"B19112073-001",23
"B19112132-001",24
"B19112176-001",23
"B19112177-001",9
"B19112180-001",28
"B19112207-001",3
"B19112211-001",29
"B19112222-001",3
"B19112292-001",23
"B19112349-001",3
"B19112393-001",1
"B19112393-002",2
"B19112394-001",21
"B19112394-002",2
"B19120009-001",21
"B19120017-001",9
"B19120036-001",4
"B19120060-001",23
"B19120115-001",23
"B19120249-001",9
"B19120296-001",24
"B19120321-001",23
"B19120329-001",4
"B19120330-001",9
"B19120332-001",9
"B19120397-001",23
"B19120409-001",23
"B19120596-001",28
"B19120599-001",7
"B19120599-002",2
"B19120727-001",29
"B19120776-001",9
"B19120777-001",25
"B19120827-001",23
"B19120883-001",23
"B19120907-001",23
"B19120911-001",9
"B19120921-001",3
"B19121188-001",1
"B19121328-001",31
"B19121329-001",9
"B19121350-001",22
"B19121350-002",2
"B19121352-001",10
"B19121353-001",10
"B19121354-001",10
"B19121355-001",10
"B19121356-001",10
"B19121357-001",10
"B19121358-001",10
"B19121446-001",12
"B19121553-001",9
"B19121556-001",3
"B19121558-001",3
"B19121559-001",9
"B19121588-001",11
"B19121611-001",23
"B19121744-001",23
"B19121828-001",3
"B19121935-001",23
"B19121962-001",24
"B19122141-001",23
"B19122156-001",9
"B19122243-001",12
"B19122243-002",2
"B19122267-001",23
"B19122282-001",23
"B20010044-001",23
"B20010045-001",23
"B20010046-001",29
"B20010158-001",8
"B20010212-001",23
"B20010273-001",9
"B20010391-001",9
"B20010493-001",35
"B20010498-001",23
"B20010499-001",23
"B20010551-001",23
"B20010612-001",23
"B20010688-001",21
"B20010723-001",23
"B20010831-001",9
"B20010865-001",9
"B20010982-001",29
"B20010993-001",23
"B20010995-001",29
"B20011059-001",9
"B20011102-001",23
"B20011126-001",3
"B20011274-001",9
"B20011276-001",3
"B20011277-001",9
"B20011279-001",23
"B20011306-001",23
"B20011335-001",23
"B20011438-001",27
"B20011453-001",23
"B20011457-001",23
"B20011474-001",23
"B20011557-001",29
"B20011558-001",23
"B20011659-001",3
"B20011849-001",2
"B20011850-001",2
"B20011867-001",23
"B20011905-001",9
"B20011906-001",23
"B20011911-001",9
"B20011941-001",10
"B20011947-001",3
"B20011949-001",24
"B20011950-001",25
"B20011951-001",3
"B20011952-001",9
"B20012026-001",9
"B20012054-001",10
"B20012086-001",23
"B20012123-001",23
"B20012130-001",25
"B20012199-001",21
"B20012199-002",2
"B20012201-001",21
"B20020035-001",24
"B20020096-001",24
"B20020140-001",3
"B20020154-001",9
"B20020180-001",30
"B20020232-001",23
"B20020259-001",23
"B20020310-001",23
"B20020438-001",7
"B20020438-002",2
"B20020680-001",26
"B20020691-001",29
"B20020692-001",2
"B20020762-001",9
"B20020765-001",9
"B20020867-001",10
"B20020929-001",35
"B20021035-001",23
"B20021038-001",23
"B20021126-001",24
"B20021139-001",23
"B20021141-001",24
"B20021231-001",23
"B20021507-001",9
"B20021536-001",23
"B20021547-001",10
"B20021553-001",8
"B20021613-001",23
"B20021631-001",9
"B20021638-001",9
"B20021652-001",3
"B20021682-001",2
"B20021773-001",23
"B20021843-001",24
"B20030014-001",23
"B20030062-001",3
"B20030076-001",21
"B20030076-002",2
"B20030077-001",21
"B20030077-002",2
"B20030195-001",24
"B20030204-001",9
"B20030205-001",23
"B20030213-001",28
"B20030217-001",1
"B20030217-002",2
"B20030219-001",32
"B20030220-001",23
"B20030224-001",23
"B20030251-001",24
"B20030349-001",23
"B20030352-001",15
"B20030359-001",23
"B20030606-001",23
"B20030607-001",22
"B20030626-001",23
"B20030644-001",9
"B20030648-001",9
"B20030652-001",23
"B20030656-001",21
"B20030658-001",21
"B20030671-001",24
"B20030758-001",8
"B20030761-001",8
"B20030793-001",9
"B20030811-001",24
"B20030888-001",24
"B20030891-001",35
"B20030892-001",35
"B20030893-001",14
"B20031002-001",3
"B20031168-001",23
"B20031169-001",23
"B20031192-001",2
"B20031279-001",23
"B20031281-001",24
"B20031396-001",35
"B20031431-001",9
"B20031529-001",23
"B20031636-001",9
"B20031661-001",2
"B20031662-001",28
"B20031663-001",25
"B20031790-001",9
"B20031969-001",28
"B20032042-001",23
"B20032086-001",23
"B20032116-001",23
"B20032194-001",23
"B20032194-002",7
"B20040004-001",23
"B20040041-001",23
"B20040266-001",23
"B20040329-001",23
"B20040480-001",23
"B20040521-001",37
"B20040725-001",9
"B20040732-001",36
"B20040805-001",8
"B20040824-001",23
"B20040829-001",25
"B20040928-001",4
"B20040956-001",23
"B20040958-001",9
"B20040966-001",23
"B20041161-001",29
"B20041228-001",25
"B20041242-001",25
"B20041244-001",9
"B20041306-001",14
"B20041308-001",28
"B20041310-001",14
"B20041314-001",24
"B20041315-001",23
"B20041318-001",9
"B20041332-001",23
"B20041418-001",28
"B20041433-001",23
"B20041730-001",24
"B20041735-001",9
"B20041829-001",23
"B20041842-001",23
"B20041843-001",23
"B20041866-001",24
"B20041927-001",9
"B20041980-001",9
"B20041983-001",9
"B20050020-001",9
"B20050024-001",9
"B20050121-001",23
"B20050154-001",23
"B20050215-001",23
"B20050216-001",28
"B20050365-001",9
"B20050370-001",9
"B20050377-001",23
"B20050489-001",24
"B20050538-001",24
"B20050554-001",24
"B20050724-001",23
"B20050726-001",8
"B20050800-001",9
"B20050869-001",9
"B20050870-001",23
"B20050949-001",24
"B20050950-001",28
"B20050952-001",28
"B20050954-001",23
"B20050987-001",2
"B20051023-001",29
"B20051024-001",23
"B20051048-001",7
"B20051048-002",2
"B20051219-001",23
"B20051320-001",23
"B20051415-001",23
"B20051420-001",23
"B20051423-001",28
"B20051426-001",23
"B20051435-001",24
"B20051533-001",2
"B20051534-001",24
"B20051535-001",24
"B20051536-001",24
"B20051539-001",9
"B20051677-001",28
"B20051700-001",23
"B20051702-001",28
"B20051733-001",2
"B20051733-002",7
"B20051748-001",23
"B20051862-001",23
"B20051865-001",9
"B20051866-001",9
"B20051874-001",9
"B20051947-001",18
"B20051987-001",23
"B20051989-001",9
"B20052052-001",9
"B20052055-001",7
"B20052055-003",2
"B20052132-001",5
"B20052136-001",23
"B20052236-001",9
"B20060045-001",23
"B20060128-001",9
"B20060135-001",9
"B20060136-001",9
"B20060182-001",23
"B20060187-001",23
"B20060207-001",8
"B20060210-001",8
"B20060226-001",23
"B20060263-001",23
"B20060264-001",23
"B20060267-001",9
"B20060271-001",11
"B20060279-001",23
"B20060282-001",23
"B20060284-001",3
"B20060409-001",9
"B20060412-001",23
"B20060454-001",21
"B20060476-001",1
"B20060632-001",23
"B20060728-001",23
"B20060915-001",9
"B20060920-001",28
"B20060930-001",9
"B20060931-001",9
"B20060938-001",9
"B20061005-001",32
"B20061039-001",26
"B20061055-001",9
"B20061059-001",23
"B20061061-001",23
"B20061135-001",23
"B20061153-001",26
"B20061260-001",23
"B20061263-001",23
"B20061332-001",23
"B20061333-001",23
"B20061343-001",21
"B20061358-001",28
"B20061362-001",23
"B20061406-001",28
"B20061408-001",9
"B20061415-001",24
"B20061423-001",9
"B20061483-001",3
"B20061488-001",9
"B20061491-001",3
"B20061522-001",24
"B20061535-001",23
"B20061637-001",21
"B20061733-001",23
"B20061832-001",23
"B20061845-001",23
"B20061928-001",3
"B20061930-001",23
"B20061940-001",24
"B20061941-001",25
"B20061942-001",24
"B20061944-001",24
"B20061946-001",26
"B20061947-001",8
"B20061948-001",8
"B20061976-001",3
"B20062031-001",3
"B20062040-001",28
"B20062042-001",28
"B20062043-001",29
"B20062060-001",29
"B20062087-001",8
"B20062098-001",12
"B20062137-001",23
"B20062171-001",28
"B20062245-001",23
"B20062406-001",21
"B20062476-001",3
"B20062478-001",10
"B20062489-001",33
"B20062498-001",3
"B20062533-001",23
"B20062535-001",24
"B20062577-001",8
"B20070017-001",3
"B20070045-001",24
"B20070046-001",28
"B20070051-001",23
"B20070117-001",23
"B20070274-001",24
"B20070278-001",29
"B20070305-001",23
"B20070307-001",23
"B20070339-001",23
"B20070533-001",15
"B20070536-001",25
"B20070539-001",23
"B20070542-001",23
"B20070732-001",9
"B20070766-001",9
"B20070842-001",21
"B20070855-001",23
"B20070856-001",23
"B20070868-001",23
"B20070873-001",9
"B20070880-001",23
"B20070987-001",26
"B20071080-001",9
"B20071131-001",9
"B20071313-001",2
"B20071315-001",28
"B20071331-001",23
"B20071337-001",23
"B20071339-001",23
"B20071376-001",9
"B20071528-001",23
"B20071531-001",29
"B20071557-001",21
"B20071597-001",23
"B20071599-001",23
"B20071645-001",28
"B20071687-001",24
"B20071734-001",23
"B20071737-001",24
"B20071744-001",30
"B20071748-001",23
"B20071755-001",25
"B20071760-001",23
"B20071853-001",2
"B20071917-001",9
"B20071921-001",5
"B20071928-001",9
"B20071974-001",23
"B20072028-001",8
"B20072030-001",8
"B20072045-001",8
"B20072174-001",23
"B20072176-001",24
"B20072189-001",30
"B20072208-001",9
"B20072209-001",10
"B20072216-001",22
"B20072237-001",23
"B20072274-001",21
"B20072285-001",10
"B20072299-001",6
"B20072303-001",10
"B20072308-001",23
"B20072315-001",23
"B20072317-001",9
"B20072330-001",21
"B20072362-001",23
"B20072388-001",37
"B20072506-001",21
"B20072531-001",8
"B20072532-001",8
"B20080045-001",23
"B20080052-001",7
"B20080052-002",2
"B20080053-001",23
"B20080120-001",23
"B20080226-001",23
"B20080346-001",2
"B20080346-002",21
"B20080348-001",10
"B20080351-001",3
"B20080357-001",23
"B20080467-001",23
"B20080471-001",23
"B20080641-001",23
"B20080672-001",23
"B20080674-001",23
"B20080674-002",2
"B20080683-001",21
"B20080810-001",3
"B20080878-001",3
"B20081079-001",9
"B20081084-001",3
"B20081123-001",36
"B20081169-001",8
"B20081266-001",2
"B20081268-001",14
"B20081281-001",9
"B20081379-001",33
"B20081385-001",33
"B20081388-001",23
"B20081413-001",23
"B20081416-001",23
"B20081515-001",26
"B20081522-001",9
"B20081561-001",23
"B20081562-001",3
"B20081564-001",24
"B20081656-001",23
"B20081695-001",25
"B20081717-001",3
"B20081771-001",23
"B20081953-001",23
"B20082116-001",8
"B20082116-002",2
"B20082191-001",9
"B20082223-001",28
"B20082234-001",9
"B20082294-001",23
"B20082334-001",23
"B20082338-001",23
"B20082384-001",23
"B20082402-001",23
"B20082459-001",23
"B20082469-001",9
"B20082483-001",3
"B20082484-001",3
"B20082489-001",3
"B20082491-001",23
"B20082492-001",5
"B20082500-001",9
"B20082501-001",9
"B20082628-001",12
"B20082631-001",26
"B20082701-001",9
"B20082716-001",23
"B20082718-001",9
"B20090007-001",32
"B20090008-001",21
"B20090050-001",24
"B20090323-001",8
"B20090328-001",23
"B20090362-001",23
"B20090479-001",23
"B20090579-001",21
"B20090636-001",23
"B20090769-001",23
"B20090788-001",23
"B20090791-001",9
"B20090792-001",9
"B20090793-001",7
"B20090793-002",2
"B20090823-001",8
"B20090839-001",23
"B20090847-001",23
"B20090933-001",25
"B20090962-001",23
"B20091027-001",9
"B20091027-002",9
"B20091048-001",11
"B20091048-002",8
"B20091048-003",8
"B20091048-004",11
"B20091150-001",9
"B20091150-002",9
"B20091210-001",23
"B20091230-001",9
"B20091275-001",10
"B20091313-001",9
"B20091376-001",9
"B20091404-001",29
"B20091417-001",9
"B20091468-001",24
"B20091502-001",9
"B20091515-001",28
"B20091577-001",21
"B20091580-001",23
"B20091799-001",23
"B20091802-001",23
"B20091850-001",9
"B20091870-001",23
"B20091883-001",3
"B20091979-001",9
"B20091989-001",3
"B20091996-001",9
"B20092010-001",9
"B20092031-001",23
"B20092042-001",9
"B20092117-001",24
"B20092118-001",24
"B20092160-001",3
"B20092243-001",23
"B20092329-001",23
"B20092335-001",8
"B20092431-001",1
"B20092447-001",3
"B20092453-001",23
"B20092459-001",9
"B20092461-001",9
"B20092463-001",9
"B20092539-001",8
"B20092596-001",9
"B20092608-001",30
"B20092638-001",23
"B20100028-001",9
"B20100087-001",23
"B20100090-001",23
"B20100093-001",23
"B20100123-001",24
"B20100184-001",10
"B20100186-001",10
"B20100289-001",23
"B20100295-001",9
"B20100342-001",23
"B20100344-001",23
"B20100442-001",23
"B20100474-001",2
"B20100531-001",30
"B20100549-001",32
"B20100702-001",36
"B20100706-001",29
"B20100713-001",28
"B20100762-001",7
"B20100770-001",23
"B20100771-001",25
"B20100779-001",21
"B20100779-002",2
"B20100876-001",9
"B20100964-001",29
"B20100974-001",23
"B20101109-001",23
"B20101117-001",23
"B20101148-001",29
"B20101150-001",28
"B20101150-002",1
"B20101163-001",23
"B20101185-001",23
"B20101190-001",3
"B20101191-001",3
"B20101269-001",23
"B20101304-001",29
"B20101320-001",23
"B20101384-001",3
"B20101497-001",1
"B20101497-002",2
"B20101502-001",23
"B20101514-001",24
"B20101557-001",10
"B20101564-001",9
"B20101615-001",23
"B20101622-001",9
"B20101630-001",3
"B20101632-001",9
"B20101688-001",23
"B20101691-001",24
"B20101706-001",23
"B20101744-001",28
"B20101785-001",9
"B20101977-001",26
"B20101977-002",2
"B20102018-001",23
"B20102071-001",9
"B20102074-001",23
"B20102076-001",3
"B20102272-001",3
"B20102326-001",23
"B20110001-001",8
"B20110002-001",8
"B20110022-001",34
"B20110056-001",9
"B20110112-001",9
"B20110195-001",9
"B20110335-001",23
"B20110344-001",9
"B20110417-001",9
"B20110509-001",9
"B20110674-001",9
"B20110677-001",9
"B20110717-001",28
"B20110802-001",9
"B20110821-001",9
"B20110897-001",24
"B20110903-001",23
"B20110907-001",8
"B20110927-001",23
"B20110928-001",8
"B20110964-001",23
"B20111027-001",15
"B20111127-001",9
"B20111132-001",23
"B20111140-001",26
"B20111167-001",29
"B20111168-001",23
"B20111170-001",9
"B20111204-001",28
"B20111297-001",9
"B20111298-001",8
"B20111321-001",9
"B20111495-001",24
"B20111594-001",23
"B20111596-001",9
"B20111601-001",9
"B20111716-001",9
"B20112004-001",7
"B20112004-002",2
"B20120005-001",23
"B20120043-001",29
"B20120104-001",23
"B20120112-001",10
"B20120113-001",3
"B20120292-001",23
"B20120401-001",23
"B20120449-001",25
"B20120569-001",36
"B20120574-001",3
"B20120593-001",29
"B20120692-001",9
"B20120809-001",9
"B20120826-001",24
"B20120874-001",7
"B20120874-002",2
"B20121070-001",21
"B20121296-001",35
"B20121299-001",23
"B20121412-001",24
"B20121426-001",21
"B20121491-001",23
"B20121593-001",23
"B20121663-001",10
"B20121679-001",23
"B20121693-001",28
"B20121700-001",34
"B20121796-001",9
"B20121848-001",29
"B20121886-001",23
"B20121888-001",23
"B20121958-001",23
"B21010021-001",23
"B21010047-001",28
"B21010078-001",9
"B21010079-001",23
"B21010148-001",27
"B21010199-001",3
"B21010201-001",3
"B21010255-001",24
"B21010257-001",9
"B21010415-001",24
"B21010435-001",2
"B21010551-001",24
"B21010588-001",29
"B21010604-001",3
"B21010630-001",9
"B21010716-001",9
"B21010762-001",3
"B21010770-001",3
"B21010781-001",23
"B21010823-001",28
"B21010916-001",23
"B21010966-001",9
"B21011059-001",35
"B21011082-001",23
"B21011083-001",25
"B21011119-001",23
"B21011233-001",3
"B21011240-001",23
"B21011245-001",28
"B21011347-001",23
"B21011424-001",7
"B21011496-001",23
"B21011526-001",3
"B21011534-001",9
"B21011536-001",23
"B21011577-001",23
"B21011583-001",9
"B21011595-001",36
"B21011599-001",23
"B21011683-001",23
"B21011697-001",24
"B21011795-001",23
"B21011797-001",23
"B21011799-001",9
"B21011804-001",3
"B21011844-001",11
"B21011869-001",23
"B21011871-001",7
"B21011871-002",2
"B21020065-001",11
"B21020088-001",23
"B21020122-001",28
"B21020225-001",23
"B21020230-001",3
"B21020256-001",28
"B21020262-001",3
"B21020284-001",25
"B21020289-001",39
"B21020508-001",33
"B21020508-002",2
"B21020699-001",3
"B21020953-001",23
"B21020961-001",9
"B21021058-001",29
"B21021111-001",23
"B21021228-001",23
"B21021291-001",28
"B21021323-001",23
"B21021436-001",3
"B21021512-001",9
"B21030183-001",9
"B21030190-001",9
"B21030193-001",10
"B21030195-001",28
"B21030198-001",23
"B21030211-001",25
"B21030377-001",23
"B21030433-001",3
"B21030597-001",24
"B21030608-001",25
"B21030813-001",28
"B21030881-001",23
"B21030906-001",8
"B21030907-001",8
"B21031203-001",9
"B21031282-001",23
"B21031335-001",23
"B21031415-001",24
"B21031422-001",23
"B21031609-001",24
"B21031654-001",23
"B21031661-001",26
"B21031666-001",36
"B21031673-001",24
"B21031675-001",29
"B21031729-001",9
"B21031827-001",3
"B21031868-001",23
"B21031886-001",3
"B21032063-001",23
"B21032106-001",28
"B21032107-001",26
"B21032214-001",23
"B21040197-001",9
"B21040307-001",27
"B21040309-001",3
"B21040450-001",9
"B21040477-001",9
"B21040478-001",9
"B21040537-001",23
"B21040542-001",25
"B21040543-001",24
"B21040731-001",23
"B21040802-001",8
"B21040889-001",23
"B21041010-001",23
"B21041013-001",9
"B21041014-001",27
"B21041018-001",9
"B21041034-001",9
"B21041043-001",4
"B21041044-001",23
"B21041064-001",8
"B21041100-001",9
"B21041187-001",9
"B21041367-001",23
"B21041368-001",23
"B21041369-001",25
"B21041370-001",23
"B21041371-001",23
"B21041380-001",9
"B21041484-001",9
"B21041519-001",3
"B21041714-001",23
"B21041715-001",9
"B21041726-001",33
"B21041726-002",2
"B21041805-001",23
"B21041901-001",9
"B21041904-001",9
"B21041911-001",9
"B21041913-001",9
"B21041929-001",3
"B21041967-001",9
"B21041969-001",9
"B21041972-001",9
"B21041975-001",8
"B21041996-001",23
"B21041997-001",23
"B21042095-001",24
"B21042098-001",24
"B21042102-001",28
"B21042161-001",25
"B21042226-001",24
"B21042233-001",37
"B21050014-001",23
"B21050019-001",23
"B21050074-001",25
"B21050076-001",23
"B21050081-001",23
"B21050126-001",23
"B21050127-001",29
"B21050129-001",24
"B21050142-001",9
"B21050155-001",9
"B21050236-001",23
"B21050299-001",24
"B21050303-001",23
"B21050308-001",24
"B21050316-001",9
"B21050322-001",9
"B21050324-001",9
"B21050331-001",26
"B21050346-001",9
"B21050464-001",23
"B21050466-001",23
"B21050829-001",23
"B21050837-001",24
"B21050838-001",1
"B21050894-001",23
"B21050932-001",9
"B21050956-001",23
"B21050959-001",25
"B21050960-001",28
"B21051006-001",3
"B21051082-001",24
"B21051085-001",39
"B21051188-001",28
"B21051239-001",23
"B21051240-001",23
"B21051289-001",23
"B21051332-001",23
"B21051413-001",23
"B21051417-001",23
